"T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
293.492,1.59428,0.355961,0,7.38842,1.07556,0.77,-0.01
293.492,1.61906,0.373735,0,7.3503,1.09176,0.77,-0.01
293.492,1.64469,0.392197,0,7.3098,1.10778,0.77,-0.01
293.492,1.67122,0.411349,0,7.26672,1.12362,0.77,-0.01
293.492,1.6987,0.431195,0,7.22084,1.13927,0.77,-0.01
293.492,1.72719,0.451728,0,7.17191,1.15474,0.77,-0.01
293.492,1.75676,0.472942,0,7.11966,1.17003,0.77,-0.01
293.493,1.78746,0.494821,0,7.0638,1.18515,0.77,-0.01
293.494,1.81937,0.517341,0,7.00401,1.20009,0.77,-0.01
293.496,1.85259,0.540471,0,6.93996,1.21486,0.77,-0.01
293.498,1.8872,0.564168,0,6.87125,1.22946,0.77,-0.01
293.501,1.92332,0.588375,0,6.7975,1.24389,0.77,-0.01
293.505,1.96105,0.61302,0,6.71827,1.25816,0.77,-0.01
293.51,2.0005,0.638012,0,6.63311,1.27226,0.77,-0.01
293.517,2.04182,0.663238,0,6.54152,1.2862,0.77,-0.01
293.526,2.08514,0.688559,0,6.44303,1.29998,0.77,-0.01
293.537,2.13058,0.713804,0,6.33712,1.31359,0.77,-0.01
293.551,2.17829,0.73877,0,6.2233,1.32705,0.77,-0.01
293.568,2.22838,0.763213,0,6.1011,1.34036,0.77,-0.01
293.589,2.28098,0.786847,0,5.9701,1.35351,0.77,-0.01
293.5,1.02945,0,0,8.11823,0,0.78,-0.01
293.5,1.02949,0.00337152,0,8.11358,0.0286091,0.78,-0.01
293.5,1.03047,0.00666531,0,8.10563,0.0568883,0.78,-0.01
293.5,1.03162,0.00989234,0,8.09896,0.0848413,0.78,-0.01
293.5,1.03326,0.0130781,0,8.09207,0.112472,0.78,-0.01
293.5,1.03535,0.0162274,0,8.08494,0.139784,0.78,-0.01
293.5,1.03787,0.0193528,0,8.07772,0.166781,0.78,-0.01
293.5,1.04082,0.0224682,0,8.07035,0.193467,0.78,-0.01
293.5,1.04419,0.0255869,0,8.06282,0.219845,0.78,-0.01
293.5,1.04797,0.0287229,0,8.05512,0.245919,0.78,-0.01
293.5,1.05216,0.0318905,0,8.04724,0.271692,0.78,-0.01
293.5,1.05675,0.035104,0,8.03917,0.297168,0.78,-0.01
293.5,1.06175,0.038378,0,8.0309,0.322351,0.78,-0.01
293.5,1.06716,0.0417269,0,8.0224,0.347243,0.78,-0.01
293.5,1.07297,0.0451651,0,8.01368,0.371847,0.78,-0.01
293.5,1.07918,0.0487069,0,8.00472,0.396169,0.78,-0.01
293.499,1.0858,0.0523667,0,7.9955,0.420209,0.78,-0.01
293.499,1.09282,0.0561587,0,7.98602,0.443973,0.78,-0.01
293.499,1.10025,0.0600973,0,7.97625,0.467462,0.78,-0.01
293.499,1.1081,0.0641969,0,7.96618,0.49068,0.78,-0.01
293.499,1.11636,0.0684719,0,7.95579,0.513631,0.78,-0.01
293.499,1.12505,0.0729369,0,7.94507,0.536317,0.78,-0.01
293.499,1.13417,0.0776067,0,7.934,0.558742,0.78,-0.01
293.499,1.14373,0.0824961,0,7.92256,0.580908,0.78,-0.01
293.499,1.15372,0.0876204,0,7.91073,0.602818,0.78,-0.01
293.499,1.16417,0.0929948,0,7.89848,0.624476,0.78,-0.01
293.498,1.17508,0.0986351,0,7.88579,0.645883,0.78,-0.01
293.498,1.18646,0.104557,0,7.87263,0.667044,0.78,-0.01
293.498,1.19832,0.110777,0,7.85899,0.687961,0.78,-0.01
293.498,1.21066,0.117311,0,7.84482,0.708637,0.78,-0.01
293.498,1.2235,0.124176,0,7.83009,0.729075,0.78,-0.01
293.498,1.23685,0.131389,0,7.81478,0.749276,0.78,-0.01
293.497,1.25071,0.138967,0,7.79884,0.769245,0.78,-0.01
293.497,1.26511,0.146929,0,7.78224,0.788983,0.78,-0.01
293.497,1.28005,0.15529,0,7.76492,0.808494,0.78,-0.01
293.497,1.29554,0.16407,0,7.74685,0.82778,0.78,-0.01
293.497,1.3116,0.173285,0,7.72797,0.846844,0.78,-0.01
293.496,1.32824,0.182956,0,7.70824,0.865687,0.78,-0.01
293.496,1.34547,0.193098,0,7.68758,0.884314,0.78,-0.01
293.496,1.3633,0.203731,0,7.66594,0.902725,0.78,-0.01
293.495,1.38176,0.214872,0,7.64324,0.920924,0.78,-0.01
293.495,1.40086,0.226538,0,7.61942,0.938914,0.78,-0.01
293.495,1.42061,0.238748,0,7.59438,0.956696,0.78,-0.01
293.494,1.44104,0.251516,0,7.56804,0.974272,0.78,-0.01
293.494,1.46216,0.264861,0,7.5403,0.991647,0.78,-0.01
293.494,1.48399,0.278795,0,7.51105,1.00882,0.78,-0.01
293.493,1.50656,0.293334,0,7.48018,1.0258,0.78,-0.01
293.493,1.5299,0.30849,0,7.44756,1.04258,0.78,-0.01
293.493,1.55402,0.324274,0,7.41305,1.05916,0.78,-0.01
293.492,1.57897,0.340694,0,7.3765,1.07556,0.78,-0.01
293.492,1.60477,0.357757,0,7.33775,1.09176,0.78,-0.01
293.492,1.63147,0.375468,0,7.2966,1.10778,0.78,-0.01
293.491,1.65911,0.393825,0,7.25287,1.12362,0.78,-0.01
293.491,1.68773,0.412826,0,7.20634,1.13927,0.78,-0.01
293.491,1.71739,0.43246,0,7.15678,1.15474,0.78,-0.01
293.491,1.74814,0.452714,0,7.10392,1.17003,0.78,-0.01
293.492,1.78005,0.473566,0,7.04749,1.18515,0.78,-0.01
293.492,1.81319,0.494986,0,6.9872,1.20009,0.78,-0.01
293.494,1.84764,0.516935,0,6.92271,1.21486,0.78,-0.01
293.495,1.88348,0.539361,0,6.85368,1.22946,0.78,-0.01
293.497,1.92081,0.562201,0,6.77974,1.24389,0.78,-0.01
293.501,1.95972,0.585374,0,6.7005,1.25816,0.78,-0.01
293.505,2.00031,0.608781,0,6.61555,1.27226,0.78,-0.01
293.51,2.0427,0.632302,0,6.52445,1.2862,0.78,-0.01
293.517,2.08698,0.655794,0,6.42679,1.29998,0.78,-0.01
293.526,2.13328,0.679084,0,6.32212,1.31359,0.78,-0.01
293.537,2.18168,0.701969,0,6.21005,1.32705,0.78,-0.01
293.551,2.23229,0.724213,0,6.09018,1.34036,0.78,-0.01
293.568,2.28517,0.745544,0,5.96219,1.35351,0.78,-0.01
293.5,0.99525,0,0,8.11706,0,0.79,-0.01
293.5,0.995291,0.00319758,0,8.11241,0.0286091,0.79,-0.01
293.5,0.996297,0.00631823,0,8.10447,0.0568883,0.79,-0.01
293.5,0.997477,0.00937351,0,8.09781,0.0848413,0.79,-0.01
293.5,0.999153,0.0123887,0,8.09091,0.112472,0.79,-0.01
293.5,1.0013,0.0153671,0,8.08379,0.139784,0.79,-0.01
293.5,1.00388,0.018321,0,8.07656,0.166781,0.79,-0.01
293.5,1.00689,0.0212635,0,8.06918,0.193467,0.79,-0.01
293.5,1.01033,0.0242076,0,8.06163,0.219845,0.79,-0.01
293.5,1.0142,0.0271668,0,8.05391,0.245919,0.79,-0.01
293.5,1.01848,0.0301551,0,8.046,0.271692,0.79,-0.01
293.5,1.02317,0.0331865,0,8.0379,0.297168,0.79,-0.01
293.5,1.02828,0.036275,0,8.02959,0.322351,0.79,-0.01
293.5,1.03381,0.0394347,0,8.02105,0.347243,0.79,-0.01
293.5,1.03974,0.0426795,0,8.01228,0.371847,0.79,-0.01
293.5,1.04608,0.0460234,0,8.00326,0.396169,0.79,-0.01
293.499,1.05284,0.0494801,0,7.99398,0.420209,0.79,-0.01
293.499,1.06001,0.0530635,0,7.98442,0.443973,0.79,-0.01
293.499,1.0676,0.0567874,0,7.97457,0.467462,0.79,-0.01
293.499,1.07562,0.0606657,0,7.96441,0.49068,0.79,-0.01
293.499,1.08406,0.0647125,0,7.95393,0.513631,0.79,-0.01
293.499,1.09294,0.0689417,0,7.9431,0.536317,0.79,-0.01
293.499,1.10227,0.0733676,0,7.93192,0.558742,0.79,-0.01
293.499,1.11204,0.0780048,0,7.92035,0.580908,0.79,-0.01
293.499,1.12227,0.0828678,0,7.90838,0.602818,0.79,-0.01
293.499,1.13296,0.0879715,0,7.89598,0.624476,0.79,-0.01
293.498,1.14413,0.0933311,0,7.88313,0.645883,0.79,-0.01
293.498,1.15579,0.098962,0,7.8698,0.667044,0.79,-0.01
293.498,1.16794,0.10488,0,7.85597,0.687961,0.79,-0.01
293.498,1.1806,0.111101,0,7.8416,0.708637,0.79,-0.01
293.498,1.19377,0.117641,0,7.82666,0.729075,0.79,-0.01
293.498,1.20748,0.124516,0,7.81112,0.749276,0.79,-0.01
293.497,1.22173,0.131744,0,7.79494,0.769245,0.79,-0.01
293.497,1.23653,0.139341,0,7.77807,0.788983,0.79,-0.01
293.497,1.2519,0.147325,0,7.76048,0.808494,0.79,-0.01
293.497,1.26785,0.155712,0,7.74211,0.82778,0.79,-0.01
293.497,1.2844,0.164521,0,7.72291,0.846844,0.79,-0.01
293.496,1.30155,0.173768,0,7.70284,0.865687,0.79,-0.01
293.496,1.31933,0.18347,0,7.68183,0.884314,0.79,-0.01
293.496,1.33774,0.193646,0,7.65981,0.902725,0.79,-0.01
293.495,1.35681,0.204311,0,7.63671,0.920924,0.79,-0.01
293.495,1.37656,0.215483,0,7.61246,0.938914,0.79,-0.01
293.495,1.39699,0.227178,0,7.58698,0.956696,0.79,-0.01
293.494,1.41813,0.23941,0,7.56018,0.974272,0.79,-0.01
293.494,1.44001,0.252195,0,7.53195,0.991647,0.79,-0.01
293.494,1.46263,0.265545,0,7.5022,1.00882,0.79,-0.01
293.493,1.48603,0.279473,0,7.4708,1.0258,0.79,-0.01
293.493,1.51023,0.29399,0,7.43763,1.04258,0.79,-0.01
293.492,1.53526,0.309104,0,7.40256,1.05916,0.79,-0.01
293.492,1.56115,0.324821,0,7.36544,1.07556,0.79,-0.01
293.492,1.58793,0.341144,0,7.32609,1.09176,0.79,-0.01
293.491,1.61564,0.358075,0,7.28436,1.10778,0.79,-0.01
293.491,1.64432,0.375609,0,7.24004,1.12362,0.79,-0.01
293.491,1.67401,0.393737,0,7.19294,1.13927,0.79,-0.01
293.491,1.70477,0.412448,0,7.14281,1.15474,0.79,-0.01
293.49,1.73664,0.43172,0,7.08943,1.17003,0.79,-0.01
293.491,1.76969,0.451527,0,7.03252,1.18515,0.79,-0.01
293.491,1.80398,0.471833,0,6.9718,1.20009,0.79,-0.01
293.492,1.83957,0.492593,0,6.90698,1.21486,0.79,-0.01
293.493,1.87655,0.513748,0,6.83773,1.22946,0.79,-0.01
293.495,1.91498,0.53523,0,6.76371,1.24389,0.79,-0.01
293.497,1.95497,0.556951,0,6.68457,1.25816,0.79,-0.01
293.5,1.99658,0.578807,0,6.59994,1.27226,0.79,-0.01
293.504,2.03992,0.600676,0,6.50944,1.2862,0.79,-0.01
293.51,2.08505,0.622411,0,6.41271,1.29998,0.79,-0.01
293.517,2.13208,0.64384,0,6.30937,1.31359,0.79,-0.01
293.526,2.18106,0.664766,0,6.19909,1.32705,0.79,-0.01
293.537,2.23206,0.684962,0,6.08156,1.34036,0.79,-0.01
293.551,2.28512,0.704172,0,5.95656,1.35351,0.79,-0.01
293.5,0.95985,0,0,8.11599,0,0.8,-0.01
293.5,0.959897,0.00301929,0,8.11135,0.0286091,0.8,-0.01
293.5,0.960921,0.00596277,0,8.10342,0.0568883,0.8,-0.01
293.5,0.962127,0.00884263,0,8.09676,0.0848413,0.8,-0.01
293.5,0.96384,0.0116838,0,8.08986,0.112472,0.8,-0.01
293.5,0.966029,0.014488,0,8.08274,0.139784,0.8,-0.01
293.5,0.96866,0.017267,0,8.0755,0.166781,0.8,-0.01
293.5,0.971733,0.0200334,0,8.06811,0.193467,0.8,-0.01
293.5,0.975242,0.0227995,0,8.06055,0.219845,0.8,-0.01
293.5,0.979179,0.0255787,0,8.05281,0.245919,0.8,-0.01
293.5,0.983542,0.0283845,0,8.04488,0.271692,0.8,-0.01
293.5,0.988326,0.0312304,0,8.03675,0.297168,0.8,-0.01
293.5,0.993529,0.0341301,0,8.02841,0.322351,0.8,-0.01
293.5,0.99915,0.0370971,0,8.01983,0.347243,0.8,-0.01
293.5,1.00519,0.040145,0,8.01101,0.371847,0.8,-0.01
293.5,1.01165,0.0432871,0,8.00194,0.396169,0.8,-0.01
293.499,1.01852,0.0465367,0,7.9926,0.420209,0.8,-0.01
293.499,1.02583,0.0499072,0,7.98298,0.443973,0.8,-0.01
293.499,1.03355,0.0534118,0,7.97306,0.467462,0.8,-0.01
293.499,1.04172,0.0570639,0,7.96282,0.49068,0.8,-0.01
293.499,1.05032,0.060877,0,7.95224,0.513631,0.8,-0.01
293.499,1.05936,0.0648645,0,7.94132,0.536317,0.8,-0.01
293.499,1.06886,0.0690403,0,7.93003,0.558742,0.8,-0.01
293.499,1.07882,0.0734183,0,7.91835,0.580908,0.8,-0.01
293.499,1.08925,0.0780126,0,7.90625,0.602818,0.8,-0.01
293.499,1.10016,0.0828375,0,7.89371,0.624476,0.8,-0.01
293.498,1.11156,0.0879076,0,7.88072,0.645883,0.8,-0.01
293.498,1.12346,0.0932379,0,7.86723,0.667044,0.8,-0.01
293.498,1.13587,0.0988436,0,7.85323,0.687961,0.8,-0.01
293.498,1.14881,0.10474,0,7.83868,0.708637,0.8,-0.01
293.498,1.16228,0.110943,0,7.82354,0.729075,0.8,-0.01
293.498,1.17631,0.117468,0,7.80778,0.749276,0.8,-0.01
293.497,1.1909,0.124332,0,7.79137,0.769245,0.8,-0.01
293.497,1.20607,0.13155,0,7.77426,0.788983,0.8,-0.01
293.497,1.22183,0.139141,0,7.75641,0.808494,0.8,-0.01
293.497,1.23819,0.147119,0,7.73776,0.82778,0.8,-0.01
293.497,1.25518,0.155502,0,7.71827,0.846844,0.8,-0.01
293.496,1.27281,0.164307,0,7.69789,0.865687,0.8,-0.01
293.496,1.29109,0.17355,0,7.67654,0.884314,0.8,-0.01
293.496,1.31003,0.183247,0,7.65417,0.902725,0.8,-0.01
293.495,1.32967,0.193415,0,7.6307,0.920924,0.8,-0.01
293.495,1.35001,0.20407,0,7.60606,0.938914,0.8,-0.01
293.495,1.37108,0.215225,0,7.58016,0.956696,0.8,-0.01
293.494,1.39289,0.226896,0,7.55293,0.974272,0.8,-0.01
293.494,1.41546,0.239095,0,7.52425,0.991647,0.8,-0.01
293.494,1.43883,0.251835,0,7.49402,1.00882,0.8,-0.01
293.493,1.463,0.265125,0,7.46214,1.0258,0.8,-0.01
293.493,1.48802,0.278975,0,7.42847,1.04258,0.8,-0.01
293.492,1.51389,0.293391,0,7.39288,1.05916,0.8,-0.01
293.492,1.54066,0.308376,0,7.35522,1.07556,0.8,-0.01
293.491,1.56836,0.323932,0,7.31535,1.09176,0.8,-0.01
293.491,1.59702,0.340056,0,7.27308,1.10778,0.8,-0.01
293.491,1.62668,0.35674,0,7.22824,1.12362,0.8,-0.01
293.49,1.65738,0.373973,0,7.18061,1.13927,0.8,-0.01
293.49,1.68916,0.391737,0,7.12999,1.15474,0.8,-0.01
293.49,1.72208,0.410008,0,7.07615,1.17003,0.8,-0.01
293.49,1.75619,0.428755,0,7.01884,1.18515,0.8,-0.01
293.49,1.79153,0.447938,0,6.95779,1.20009,0.8,-0.01
293.49,1.82819,0.467504,0,6.89272,1.21486,0.8,-0.01
293.491,1.86621,0.487394,0,6.82334,1.22946,0.8,-0.01
293.492,1.90566,0.507531,0,6.74933,1.24389,0.8,-0.01
293.494,1.94662,0.527825,0,6.67039,1.25816,0.8,-0.01
293.496,1.98915,0.548171,0,6.58617,1.27226,0.8,-0.01
293.5,2.03333,0.568442,0,6.49635,1.2862,0.8,-0.01
293.504,2.07921,0.588493,0,6.40061,1.29998,0.8,-0.01
293.509,2.12685,0.608156,0,6.29865,1.31359,0.8,-0.01
293.516,2.17631,0.627241,0,6.19018,1.32705,0.8,-0.01
293.525,2.22761,0.645533,0,6.07498,1.34036,0.8,-0.01
293.536,2.28076,0.662793,0,5.95287,1.35351,0.8,-0.01
293.5,0.92325,0,0,8.11502,0,0.81,-0.01
293.5,0.923302,0.00283698,0,8.11038,0.0286091,0.81,-0.01
293.5,0.924344,0.00559969,0,8.10246,0.0568883,0.81,-0.01
293.5,0.925572,0.00830094,0,8.09582,0.0848413,0.81,-0.01
293.5,0.927318,0.0109651,0,8.08891,0.112472,0.81,-0.01
293.5,0.929545,0.0135923,0,8.08179,0.139784,0.81,-0.01
293.5,0.932221,0.0161935,0,8.07455,0.166781,0.81,-0.01
293.5,0.935345,0.018781,0,8.06715,0.193467,0.81,-0.01
293.5,0.938911,0.0213666,0,8.05958,0.219845,0.81,-0.01
293.5,0.942911,0.0239631,0,8.05183,0.245919,0.81,-0.01
293.5,0.947341,0.0265837,0,8.04388,0.271692,0.81,-0.01
293.5,0.952197,0.0292415,0,8.03573,0.297168,0.81,-0.01
293.5,0.957478,0.0319496,0,8.02735,0.322351,0.81,-0.01
293.5,0.963182,0.0347212,0,8.01874,0.347243,0.81,-0.01
293.5,0.969308,0.0375692,0,8.00989,0.371847,0.81,-0.01
293.5,0.975859,0.0405064,0,8.00077,0.396169,0.81,-0.01
293.499,0.982836,0.0435456,0,7.99138,0.420209,0.81,-0.01
293.499,0.990242,0.0466995,0,7.98169,0.443973,0.81,-0.01
293.499,0.998083,0.0499809,0,7.9717,0.467462,0.81,-0.01
293.499,1.00636,0.0534025,0,7.96139,0.49068,0.81,-0.01
293.499,1.01509,0.0569772,0,7.95074,0.513631,0.81,-0.01
293.499,1.02427,0.0607181,0,7.93973,0.536317,0.81,-0.01
293.499,1.03391,0.0646381,0,7.92834,0.558742,0.81,-0.01
293.499,1.04403,0.0687508,0,7.91655,0.580908,0.81,-0.01
293.499,1.05462,0.0730696,0,7.90434,0.602818,0.81,-0.01
293.499,1.06571,0.0776083,0,7.89168,0.624476,0.81,-0.01
293.498,1.0773,0.082381,0,7.87855,0.645883,0.81,-0.01
293.498,1.08941,0.0874021,0,7.86492,0.667044,0.81,-0.01
293.498,1.10205,0.092686,0,7.85076,0.687961,0.81,-0.01
293.498,1.11523,0.0982477,0,7.83604,0.708637,0.81,-0.01
293.498,1.12896,0.104102,0,7.82072,0.729075,0.81,-0.01
293.498,1.14326,0.110265,0,7.80477,0.749276,0.81,-0.01
293.497,1.15815,0.116752,0,7.78815,0.769245,0.81,-0.01
293.497,1.17364,0.123578,0,7.77081,0.788983,0.81,-0.01
293.497,1.18974,0.13076,0,7.75272,0.808494,0.81,-0.01
293.497,1.20647,0.138313,0,7.73382,0.82778,0.81,-0.01
293.497,1.22386,0.146255,0,7.71405,0.846844,0.81,-0.01
293.496,1.2419,0.154599,0,7.69338,0.865687,0.81,-0.01
293.496,1.26063,0.163363,0,7.67172,0.884314,0.81,-0.01
293.496,1.28006,0.172563,0,7.64902,0.902725,0.81,-0.01
293.495,1.30021,0.182212,0,7.62521,0.920924,0.81,-0.01
293.495,1.32109,0.192327,0,7.60021,0.938914,0.81,-0.01
293.495,1.34273,0.20292,0,7.57393,0.956696,0.81,-0.01
293.494,1.36516,0.214005,0,7.54629,0.974272,0.81,-0.01
293.494,1.38838,0.225594,0,7.5172,0.991647,0.81,-0.01
293.494,1.41242,0.237697,0,7.48654,1.00882,0.81,-0.01
293.493,1.43731,0.250324,0,7.4542,1.0258,0.81,-0.01
293.493,1.46307,0.26348,0,7.42007,1.04258,0.81,-0.01
293.492,1.48974,0.277171,0,7.38401,1.05916,0.81,-0.01
293.492,1.51733,0.291399,0,7.34587,1.07556,0.81,-0.01
293.491,1.54587,0.306161,0,7.30551,1.09176,0.81,-0.01
293.491,1.57541,0.321452,0,7.26276,1.10778,0.81,-0.01
293.49,1.60598,0.337262,0,7.21744,1.12362,0.81,-0.01
293.49,1.63761,0.353577,0,7.16936,1.13927,0.81,-0.01
293.49,1.67035,0.370376,0,7.11832,1.15474,0.81,-0.01
293.489,1.70424,0.38763,0,7.06408,1.17003,0.81,-0.01
293.489,1.73932,0.405305,0,7.00644,1.18515,0.81,-0.01
293.489,1.77564,0.423357,0,6.94512,1.20009,0.81,-0.01
293.489,1.81327,0.441731,0,6.87988,1.21486,0.81,-0.01
293.49,1.85224,0.460362,0,6.81044,1.22946,0.81,-0.01
293.49,1.89262,0.479172,0,6.73653,1.24389,0.81,-0.01
293.492,1.93445,0.498068,0,6.65785,1.25816,0.81,-0.01
293.493,1.97781,0.516943,0,6.57411,1.27226,0.81,-0.01
293.496,2.02272,0.535673,0,6.48503,1.2862,0.81,-0.01
293.499,2.06925,0.554114,0,6.39034,1.29998,0.81,-0.01
293.503,2.11742,0.572104,0,6.28977,1.31359,0.81,-0.01
293.509,2.16726,0.589462,0,6.18311,1.32705,0.81,-0.01
293.515,2.21878,0.605985,0,6.07018,1.34036,0.81,-0.01
293.524,2.27196,0.621455,0,5.95086,1.35351,0.81,-0.01
293.5,0.88545,0,0,8.11414,0,0.82,-0.01
293.5,0.885506,0.00265104,0,8.10951,0.0286091,0.82,-0.01
293.5,0.886564,0.00522987,0,8.1016,0.0568883,0.82,-0.01
293.5,0.887811,0.00774987,0,8.09497,0.0848413,0.82,-0.01
293.5,0.889585,0.0102346,0,8.08806,0.112472,0.82,-0.01
293.5,0.891844,0.0126824,0,8.08094,0.139784,0.82,-0.01
293.5,0.894557,0.0151037,0,8.0737,0.166781,0.82,-0.01
293.5,0.897722,0.0175101,0,8.0663,0.193467,0.82,-0.01
293.5,0.901333,0.0199131,0,8.05872,0.219845,0.82,-0.01
293.5,0.905382,0.0223249,0,8.05096,0.245919,0.82,-0.01
293.5,0.909865,0.0247584,0,8.04299,0.271692,0.82,-0.01
293.5,0.914778,0.0272261,0,8.03482,0.297168,0.82,-0.01
293.5,0.920118,0.0297408,0,8.02642,0.322351,0.82,-0.01
293.5,0.925884,0.0323148,0,8.01778,0.347243,0.82,-0.01
293.5,0.932077,0.0349608,0,8.00889,0.371847,0.82,-0.01
293.5,0.938698,0.0376907,0,7.99973,0.396169,0.82,-0.01
293.499,0.945749,0.0405169,0,7.99029,0.420209,0.82,-0.01
293.499,0.953234,0.0434514,0,7.98056,0.443973,0.82,-0.01
293.499,0.961159,0.0465065,0,7.97051,0.467462,0.82,-0.01
293.499,0.969529,0.0496941,0,7.96014,0.49068,0.82,-0.01
293.499,0.978351,0.0530266,0,7.94941,0.513631,0.82,-0.01
293.499,0.987635,0.0565164,0,7.93833,0.536317,0.82,-0.01
293.499,0.997389,0.0601759,0,7.92685,0.558742,0.82,-0.01
293.499,1.00762,0.064018,0,7.91497,0.580908,0.82,-0.01
293.499,1.01835,0.0680554,0,7.90265,0.602818,0.82,-0.01
293.499,1.02958,0.0723016,0,7.88988,0.624476,0.82,-0.01
293.498,1.04132,0.0767697,0,7.87663,0.645883,0.82,-0.01
293.498,1.05359,0.0814737,0,7.86287,0.667044,0.82,-0.01
293.498,1.06641,0.0864274,0,7.84856,0.687961,0.82,-0.01
293.498,1.07978,0.0916451,0,7.83369,0.708637,0.82,-0.01
293.498,1.09372,0.0971413,0,7.8182,0.729075,0.82,-0.01
293.498,1.10826,0.102931,0,7.80207,0.749276,0.82,-0.01
293.497,1.12339,0.109028,0,7.78526,0.769245,0.82,-0.01
293.497,1.13915,0.115449,0,7.76772,0.788983,0.82,-0.01
293.497,1.15554,0.122209,0,7.74941,0.808494,0.82,-0.01
293.497,1.17259,0.129323,0,7.73027,0.82778,0.82,-0.01
293.497,1.19031,0.136806,0,7.71026,0.846844,0.82,-0.01
293.496,1.20872,0.144673,0,7.68931,0.865687,0.82,-0.01
293.496,1.22784,0.152941,0,7.66738,0.884314,0.82,-0.01
293.496,1.24769,0.161623,0,7.64438,0.902725,0.82,-0.01
293.495,1.26828,0.170733,0,7.62025,0.920924,0.82,-0.01
293.495,1.28965,0.180287,0,7.59491,0.938914,0.82,-0.01
293.495,1.31181,0.190296,0,7.56829,0.956696,0.82,-0.01
293.494,1.33477,0.200772,0,7.54028,0.974272,0.82,-0.01
293.494,1.35857,0.211727,0,7.5108,0.991647,0.82,-0.01
293.494,1.38323,0.223169,0,7.47974,1.00882,0.82,-0.01
293.493,1.40877,0.235107,0,7.447,1.0258,0.82,-0.01
293.493,1.43521,0.247545,0,7.41244,1.04258,0.82,-0.01
293.492,1.46259,0.260486,0,7.37594,1.05916,0.82,-0.01
293.492,1.49092,0.27393,0,7.33737,1.07556,0.82,-0.01
293.491,1.52025,0.287873,0,7.29658,1.09176,0.82,-0.01
293.491,1.55059,0.302309,0,7.25339,1.10778,0.82,-0.01
293.49,1.58199,0.317223,0,7.20765,1.12362,0.82,-0.01
293.49,1.61447,0.3326,0,7.15917,1.13927,0.82,-0.01
293.489,1.64808,0.348416,0,7.10776,1.15474,0.82,-0.01
293.489,1.68285,0.364639,0,7.05319,1.17003,0.82,-0.01
293.489,1.71883,0.381233,0,6.99527,1.18515,0.82,-0.01
293.488,1.75604,0.39815,0,6.93376,1.20009,0.82,-0.01
293.488,1.79455,0.415333,0,6.86841,1.21486,0.82,-0.01
293.488,1.83438,0.432716,0,6.79898,1.22946,0.82,-0.01
293.489,1.87558,0.450218,0,6.72522,1.24389,0.82,-0.01
293.49,1.9182,0.467746,0,6.64686,1.25816,0.82,-0.01
293.491,1.96228,0.485194,0,6.56365,1.27226,0.82,-0.01
293.493,2.00784,0.502438,0,6.47535,1.2862,0.82,-0.01
293.495,2.05492,0.519342,0,6.38171,1.29998,0.82,-0.01
293.498,2.10353,0.535748,0,6.28254,1.31359,0.82,-0.01
293.502,2.15368,0.551486,0,6.17764,1.32705,0.82,-0.01
293.508,2.20535,0.566369,0,6.0669,1.34036,0.82,-0.01
293.514,2.2585,0.580194,0,5.95024,1.35351,0.82,-0.01
293.5,0.84645,0,0,8.11336,0,0.83,-0.01
293.5,0.84651,0.00246196,0,8.10873,0.0286091,0.83,-0.01
293.5,0.847582,0.00485438,0,8.10084,0.0568883,0.83,-0.01
293.5,0.848843,0.0071911,0,8.09422,0.0848413,0.83,-0.01
293.5,0.850638,0.00949465,0,8.08731,0.112472,0.83,-0.01
293.5,0.852922,0.0117613,0,8.08019,0.139784,0.83,-0.01
293.5,0.855662,0.0140011,0,8.07295,0.166781,0.83,-0.01
293.5,0.858857,0.016225,0,8.06555,0.193467,0.83,-0.01
293.5,0.8625,0.0184439,0,8.05796,0.219845,0.83,-0.01
293.5,0.866584,0.0206699,0,8.05019,0.245919,0.83,-0.01
293.5,0.871104,0.022915,0,8.04222,0.271692,0.83,-0.01
293.5,0.876054,0.0251914,0,8.03403,0.297168,0.83,-0.01
293.5,0.881434,0.0275114,0,8.02561,0.322351,0.83,-0.01
293.5,0.887241,0.0298867,0,8.01695,0.347243,0.83,-0.01
293.5,0.893477,0.0323292,0,8.00803,0.371847,0.83,-0.01
293.5,0.900142,0.0348504,0,7.99883,0.396169,0.83,-0.01
293.499,0.907239,0.0374618,0,7.98936,0.420209,0.83,-0.01
293.499,0.914774,0.040175,0,7.97958,0.443973,0.83,-0.01
293.499,0.922751,0.0430014,0,7.96948,0.467462,0.83,-0.01
293.499,0.931177,0.0459525,0,7.95905,0.49068,0.83,-0.01
293.499,0.940061,0.0490398,0,7.94826,0.513631,0.83,-0.01
293.499,0.949411,0.0522752,0,7.93711,0.536317,0.83,-0.01
293.499,0.959237,0.0556703,0,7.92555,0.558742,0.83,-0.01
293.499,0.969551,0.0592375,0,7.91359,0.580908,0.83,-0.01
293.499,0.980363,0.0629888,0,7.90118,0.602818,0.83,-0.01
293.499,0.991688,0.0669368,0,7.88831,0.624476,0.83,-0.01
293.498,1.00354,0.0710943,0,7.87495,0.645883,0.83,-0.01
293.498,1.01593,0.0754744,0,7.86107,0.667044,0.83,-0.01
293.498,1.02887,0.0800904,0,7.84664,0.687961,0.83,-0.01
293.498,1.04239,0.0849558,0,7.83162,0.708637,0.83,-0.01
